Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Poses,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Indoor Rowing,2023-03-18 08:06:32,False,Indoor Rowing,--,836,02:01:14,124,185,2.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1501,0,0,0,--,0:00,55.4,0:00,No,02:01:14.28,1,62.6,25,15,40,--,--,--,--,00:00:00,02:01:14,--,--
Indoor Rowing,2023-03-17 17:49:43,False,Indoor Rowing,--,307,00:31:15,128,155,1.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,368,0,0,0,--,0:00,68.0,0:00,No,31:15.32,1,77.0,25,16,36,--,--,--,--,00:00:00,00:31:15,--,--
Indoor Rowing,2023-03-17 17:03:08,False,Indoor Rowing,--,173,00:09:31.8,183,204,2.9,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,206,0,0,0,--,0:00,77.0,0:00,No,09:31.78,1,80.6,37,24,44,--,--,--,--,00:00:00,00:09:31.8,--,--
Indoor Rowing,2023-03-15 07:52:13,False,Indoor Rowing,--,306,00:39:34,117,132,1.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,465,0,0,0,--,0:00,60.8,0:00,No,39:34.35,1,71.6,26,16,35,--,--,--,--,00:00:00,00:39:34,--,--
Indoor Rowing,2023-03-15 06:46:35,False,Indoor Rowing,--,601,00:50:26,146,191,3.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,640,0,0,0,--,0:00,78.8,0:00,No,50:26.30,1,82.4,32,19,51,--,--,--,--,00:00:00,00:50:26,--,--
Indoor Rowing,2023-03-14 06:48:08,False,Indoor Rowing,--,"1,153",01:26:04,153,172,3.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1254,0,0,0,--,0:00,77.0,0:00,No,01:26:04.30,1,82.4,33,16,40,--,--,--,--,00:00:00,01:28:59,--,--
Indoor Rowing,2023-03-11 09:22:02,False,Indoor Rowing,--,746,01:53:28,113,149,1.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1335,0,0,0,--,0:00,68.0,0:00,No,01:53:28.15,1,87.8,--,--,--,--,--,--,--,00:00:00,01:53:28,--,--
Indoor Rowing,2023-03-10 09:00:51,False,Indoor Rowing,--,772,02:03:53,113,142,1.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1925,0,0,0,--,0:00,68.0,0:00,No,02:03:52.87,1,71.6,--,--,--,--,--,--,--,00:00:00,02:03:53,--,--
Running,2023-03-07 08:10:21,False,Running,0.84,115,00:07:43.5,152,163,1.9,147,168,9:09,7:14,60,57,1.2,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,68.0,0:00,No,07:43.47,1,75.2,--,--,--,--,--,--,--,00:07:28,00:07:43.5,810,865
Running,2023-03-05 07:56:29,False,Running,1.00,134,00:08:58.7,152,165,2.0,149,163,9:00,7:18,110,90,1.2,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,60.8,0:00,No,08:58.70,1,73.4,--,--,--,--,--,--,--,00:08:37,00:08:58.7,785,846
Indoor Rowing,2023-03-02 16:33:02,False,Indoor Rowing,--,512,00:45:06,147,189,2.8,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,780,0,0,0,--,0:00,80.6,0:00,No,45:05.82,1,87.8,--,--,--,--,--,--,--,00:00:00,00:45:06,--,--
Running,2023-03-02 14:20:30,False,Running,8.24,989,01:16:58,151,168,3.1,149,163,9:21,5:58,21,43,1.15,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,78.8,0:00,No,04:05.09,9,84.2,--,--,--,--,--,--,--,01:13:30,01:22:08,459,495
Indoor Rowing,2023-03-01 08:03:32,False,Indoor Rowing,--,245,00:21:48,148,198,2.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,206,0,0,0,--,0:00,78.8,0:00,No,21:48.04,1,82.4,30,21,43,--,--,--,--,00:00:00,00:21:48,--,--
Indoor Rowing,2023-02-27 06:50:39,False,Indoor Rowing,--,991,01:27:27,144,177,3.0,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1395,0,0,0,--,0:00,75.2,0:00,No,01:27:27.11,1,82.4,31,15,41,--,--,--,--,00:00:00,01:27:27,--,--
Indoor Rowing,2023-02-25 07:26:21,False,Indoor Rowing,--,"1,095",01:44:58,139,172,3.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1670,0,0,0,--,0:00,73.4,0:00,No,01:44:58.27,1,84.2,--,--,--,--,--,--,--,00:00:00,01:44:58,--,--
Indoor Rowing,2023-02-24 17:03:40,False,Indoor Rowing,--,409,00:27:07,167,194,3.0,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,458,0,0,0,--,0:00,75.2,0:00,No,27:07.17,1,78.8,33,19,44,--,--,--,--,00:00:00,00:35:32,--,--
Indoor Rowing,2023-02-22 16:14:31,False,Indoor Rowing,--,585,01:26:21,112,142,1.0,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,965,0,0,0,--,0:00,64.4,0:00,No,01:26:21.13,1,73.4,25,13,37,--,--,--,--,00:00:00,01:26:24,--,--
Indoor Rowing,2023-02-22 07:11:39,False,Indoor Rowing,--,435,00:41:51,146,188,2.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,527,0,0,0,--,0:00,73.4,0:00,No,41:51.03,1,78.8,28,18,40,--,--,--,--,00:00:00,00:41:51,--,--
Running,2023-02-21 06:26:56,False,Running,6.32,780,00:57:48,153,170,3.1,155,232,9:08,5:53,12,34,1.14,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,75.2,0:00,No,03:46.47,7,86.0,--,--,--,--,--,--,--,00:57:03,01:01:59,273,304
Indoor Rowing,2023-02-20 15:30:48,False,Indoor Rowing,--,636,01:32:19,114,155,1.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,993,0,0,0,--,0:00,64.4,0:00,No,01:32:19.23,1,69.8,23,11,37,--,--,--,--,00:00:00,01:32:19,--,--
Indoor Cycling,2023-02-20 08:11:43,False,Indoor Cycling,0.00,"1,112",01:32:20,143,161,3.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,77.0,0:00,No,01:32:20.46,1,82.4,32,15,42,--,--,--,--,00:00:00,01:34:44,--,--
Indoor Cycling,2023-02-18 08:39:29,False,Indoor Cycling,0.00,523,00:43:27,139,149,2.4,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,75.2,0:00,No,43:27.38,1,82.4,30,17,38,--,--,--,--,00:00:00,00:43:27,--,--
Indoor Rowing,2023-02-18 07:23:30,False,Indoor Rowing,--,820,01:06:33,147,162,2.9,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1274,0,0,0,--,0:00,78.8,0:00,No,01:06:32.59,1,82.4,34,17,44,--,--,--,--,00:00:00,01:06:33,--,--
Indoor Rowing,2023-02-17 16:41:17,False,Indoor Rowing,--,554,00:50:30,140,179,2.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,819,0,0,0,--,0:00,80.6,0:00,No,50:29.77,1,84.2,--,--,--,--,--,--,--,00:00:00,00:50:30,--,--
Running,2023-02-16 06:30:27,False,Running,5.35,613,00:50:29,145,161,2.4,152,177,9:26,6:50,12,18,1.12,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,78.8,0:00,No,04:09.60,6,84.2,--,--,--,--,--,--,--,00:49:20,00:56:37,266,291
Indoor Rowing,2023-02-15 07:14:24,False,Indoor Rowing,--,734,00:53:12,165,192,3.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,984,0,0,0,--,0:00,75.2,0:00,No,53:12.46,1,80.6,37,20,56,--,--,--,--,00:00:00,00:53:12,--,--
Indoor Rowing,2023-02-14 16:18:21,False,Indoor Rowing,--,719,00:59:44,147,177,3.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,868,0,0,0,--,0:00,82.4,0:00,No,59:43.84,1,86.0,--,--,--,--,--,--,--,00:00:00,00:59:44,--,--
Indoor Cycling,2023-02-13 13:30:31,False,Indoor Cycling,0.00,"1,104",01:29:22,148,158,3.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,75.2,0:00,No,01:29:22.05,1,82.4,34,19,39,--,--,--,--,00:00:00,01:29:22,--,--
Indoor Rowing,2023-02-13 07:02:49,False,Indoor Rowing,--,"1,267",01:35:52,156,194,3.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1686,0,0,0,--,0:00,75.2,0:00,No,01:35:52.04,1,80.6,33,17,42,--,--,--,--,00:00:00,01:38:28,--,--
Indoor Rowing,2023-02-12 08:22:57,False,Indoor Rowing,--,294,00:30:53,127,161,2.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,439,0,0,0,--,0:00,78.8,0:00,No,30:53.06,1,80.6,--,--,--,--,--,--,--,00:00:00,00:30:53,--,--
Indoor Rowing,2023-02-11 07:43:57,False,Indoor Rowing,--,568,00:56:36,138,190,2.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,809,0,0,0,--,0:00,80.6,0:00,No,56:35.54,1,86.0,--,--,--,--,--,--,--,00:00:00,00:56:36,--,--
Multisport,2023-02-10 17:36:01,False,Multisport,0.00,405,00:31:41,0,151,2.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,0.0,0:00,No,00:00.00,2,0.0,--,--,--,--,--,--,--,00:00:00,00:31:41,--,--
Multisport,2023-02-10 16:26:06,False,Multisport,0.00,705,01:05:12,0,153,2.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,0.0,0:00,No,00:00.00,3,0.0,--,--,--,--,--,--,--,00:00:00,01:08:01,--,--
Indoor Rowing,2023-02-10 07:22:35,False,Indoor Rowing,--,493,00:50:05,131,152,2.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,832,0,0,0,--,0:00,77.0,0:00,No,50:05.17,1,80.6,--,--,--,--,--,--,--,00:00:00,00:50:05,--,--
Treadmill Running,2023-02-10 06:52:25,False,Treadmill Running,2.01,246,00:17:08,151,163,2.2,157,167,8:32,7:17,--,--,1.2,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,77.0,0:00,No,00:05.31,3,80.6,--,--,--,--,--,--,--,00:17:03,00:21:23,--,--
Running,2023-02-09 06:25:26,False,Running,6.49,876,01:12:39,147,173,3.1,128,177,11:12,5:51,15,29,1.12,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,77.0,0:00,No,08:45.06,7,82.4,--,--,--,--,--,--,--,00:59:17,01:12:39,274,296
Indoor Rowing,2023-02-08 07:15:04,False,Indoor Rowing,--,760,00:58:59,160,190,3.6,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1055,0,0,0,--,0:00,77.0,0:00,No,58:58.76,1,84.2,37,19,50,--,--,--,--,00:00:00,00:58:59,--,--
Indoor Rowing,2023-02-07 16:15:49,False,Indoor Rowing,--,623,00:59:33,138,169,2.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,874,0,0,0,--,0:00,77.0,0:00,No,59:33.28,1,86.0,--,--,--,--,--,--,--,00:00:00,00:59:33,--,--
Indoor Cycling,2023-02-07 06:47:57,False,Indoor Cycling,0.00,461,00:38:01,138,150,2.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,71.6,0:00,No,38:01.34,1,78.8,--,--,--,--,--,--,--,00:00:00,00:38:01,--,--
Indoor Cycling,2023-02-06 13:45:34,False,Indoor Cycling,0.00,"1,105",01:23:12,149,161,3.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,75.2,0:00,No,01:23:11.93,1,78.8,34,21,44,--,--,--,--,00:00:00,01:23:12,--,--
Indoor Rowing,2023-02-06 06:56:06,False,Indoor Rowing,--,"1,233",01:40:05,152,191,3.4,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1715,0,0,0,--,0:00,75.2,0:00,No,01:40:04.100,1,82.4,32,17,41,--,--,--,--,00:00:00,01:44:06,--,--
Indoor Rowing,2023-02-04 07:57:39,False,Indoor Rowing,--,429,00:44:15,132,182,2.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,666,0,0,0,--,0:00,78.8,0:00,No,44:14.71,1,84.2,--,--,--,--,--,--,--,00:00:00,00:44:15,--,--
Multisport,2023-02-03 16:44:07,False,Multisport,0.00,"1,189",01:29:01,0,172,3.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,0.0,0:00,No,00:00.00,2,0.0,--,--,--,--,--,--,--,00:00:00,01:29:01,--,--
Multisport,2023-02-03 07:38:13,False,Multisport,1.56,526,00:55:35,0,152,2.1,--,--,1.7,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,0.0,0:00,No,00:00.00,2,0.0,--,--,--,--,--,--,--,00:00:00,00:55:35,--,--
Treadmill Running,2023-02-02 06:24:19,False,Treadmill Running,6.59,926,01:10:06,153,181,3.3,137,240,10:38,5:28,--,--,1.11,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,77.0,0:00,No,07:46.30,7,80.6,--,--,--,--,--,--,--,01:00:17,01:10:06,--,--
Indoor Rowing,2023-02-01 07:13:53,False,Indoor Rowing,--,806,01:05:07,162,192,3.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1183,0,0,0,--,0:00,69.8,0:00,No,01:05:07.39,1,78.8,29,19,46,--,--,--,--,00:00:00,01:05:07,--,--
Indoor Rowing,2023-01-31 16:16:36,False,Indoor Rowing,--,629,00:58:53,139,183,3.0,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,761,0,0,0,--,0:00,77.0,0:00,No,58:52.99,1,86.0,--,--,--,--,--,--,--,00:00:00,00:58:53,--,--
Multisport,2023-01-30 13:49:28,False,Multisport,0.00,"1,012",01:21:20,0,158,3.0,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,0.0,0:00,No,00:00.00,2,0.0,--,--,--,--,--,--,--,00:00:00,01:21:20,--,--
Indoor Rowing,2023-01-30 07:01:55,False,Indoor Rowing,--,"1,139",01:28:57,153,188,3.6,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1471,0,0,0,--,0:00,75.2,0:00,No,01:28:56.72,1,80.6,32,13,42,--,--,--,--,00:00:00,01:32:58,--,--
Indoor Rowing,2023-01-27 16:58:04,False,Indoor Rowing,--,455,00:31:22,172,198,3.8,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,558,0,0,0,--,0:00,69.8,0:00,No,31:21.87,1,80.6,39,24,53,--,--,--,--,00:00:00,00:31:22,--,--
Indoor Cycling,2023-01-26 06:30:57,False,Indoor Cycling,0.00,583,00:48:23,139,154,2.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,78.8,0:00,No,48:22.76,1,82.4,--,--,--,--,--,--,--,00:00:00,00:49:37,--,--
Indoor Rowing,2023-01-25 07:13:53,False,Indoor Rowing,--,456,00:35:52,158,193,2.9,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,516,0,0,0,--,0:00,77.0,0:00,No,35:52.05,1,78.8,29,18,43,--,--,--,--,00:00:00,00:35:52,--,--
Indoor Rowing,2023-01-24 16:21:57,False,Indoor Rowing,--,648,00:53:45,146,179,3.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,742,0,0,0,--,0:00,78.8,0:00,No,53:44.69,1,86.0,--,--,--,--,--,--,--,00:00:00,00:53:45,--,--
Indoor Cycling,2023-01-24 08:52:30,False,Indoor Cycling,0.00,517,00:36:25,148,160,2.8,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,77.0,0:00,No,36:24.87,1,80.6,--,--,--,--,--,--,--,00:00:00,00:36:25,--,--
Indoor Cycling,2023-01-24 06:40:04,False,Indoor Cycling,0.00,599,00:45:27,144,155,2.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,73.4,0:00,No,45:27.50,1,77.0,--,--,--,--,--,--,--,00:00:00,00:45:27,--,--
Indoor Rowing,2023-01-23 07:05:15,False,Indoor Rowing,--,"1,072",01:18:17,156,186,3.6,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1373,0,0,0,--,0:00,75.2,0:00,No,01:18:16.95,1,80.6,34,17,42,--,--,--,--,00:00:00,01:21:41,--,--
Indoor Rowing,2023-01-21 08:18:28,False,Indoor Rowing,--,99,00:47:32,81,131,0.1,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,611,0,0,0,--,0:00,75.2,0:00,No,47:31.67,1,84.2,--,--,--,--,--,--,--,00:00:00,00:47:32,--,--
Indoor Rowing,2023-01-20 16:58:42,False,Indoor Rowing,--,"1,034",01:06:25,169,181,4.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1212,0,0,0,--,0:00,77.0,0:00,No,01:06:25.33,1,84.2,37,18,44,--,--,--,--,00:00:00,01:06:25,--,--
Indoor Cycling,2023-01-20 14:55:51,False,Indoor Cycling,0.00,818,00:56:52,154,170,3.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,77.0,0:00,No,56:52.49,1,80.6,34,19,40,--,--,--,--,00:00:00,00:56:52,--,--
Indoor Rowing,2023-01-17 07:07:44,False,Indoor Rowing,--,727,01:39:05,119,160,1.6,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1539,0,0,0,--,0:00,60.8,0:00,No,01:39:04.85,1,69.8,--,--,--,--,--,--,--,00:00:00,01:39:05,--,--
Indoor Rowing,2023-01-16 15:40:59,False,Indoor Rowing,--,527,00:49:20,138,153,2.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,823,0,0,0,--,0:00,62.6,0:00,No,49:19.68,1,68.0,--,--,--,--,--,--,--,00:00:00,00:49:20,--,--
Indoor Rowing,2023-01-16 08:59:15,False,Indoor Rowing,--,902,02:06:40,118,150,1.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1692,0,0,0,--,0:00,64.4,0:00,No,02:06:39.69,1,75.2,--,--,--,--,--,--,--,00:00:00,02:06:40,--,--
Running,2023-01-15 10:20:19,False,Newport Beach Running,3.10,418,00:28:26,141,170,3.0,152,165,9:09,7:14,91,54,1.15,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,68.0,0:00,No,00:46.81,4,73.4,15,15,15,--,--,--,--,00:28:18,00:28:26,18,41
Indoor Rowing,2023-01-15 07:59:18,False,Indoor Rowing,--,922,01:57:54,123,162,2.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1764,0,0,0,--,0:00,68.0,0:00,No,01:57:53.71,1,71.6,--,--,--,--,--,--,--,00:00:00,01:57:54,--,--
Indoor Rowing,2023-01-14 09:11:59,False,Indoor Rowing,--,943,02:10:04,119,160,2.0,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1794,0,0,0,--,0:00,73.4,0:00,No,02:10:03.78,1,77.0,--,--,--,--,--,--,--,00:00:00,02:10:04,--,--
Multisport,2023-01-13 09:45:01,False,Newport Beach Multisport,3.02,658,01:31:17,0,158,2.1,--,--,2.0,--,11,307,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,0.0,0:00,No,00:00.00,2,0.0,--,--,--,--,--,--,--,00:00:00,01:31:17,-5,23
Running,2023-01-12 16:50:48,False,Newport Beach Running,1.91,253,00:16:51,151,180,2.6,152,167,8:50,6:17,82,40,1.2,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,68.0,0:00,No,07:08.74,2,73.4,29,22,37,--,--,--,--,00:16:28,00:19:48,33,80
Indoor Rowing,2023-01-12 15:32:56,False,Indoor Rowing,--,402,01:06:15,106,140,1.0,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,561,0,0,0,--,0:00,71.6,0:00,No,01:06:15.48,1,78.8,--,--,--,--,--,--,--,00:00:00,01:06:15,--,--
Indoor Rowing,2023-01-12 09:14:46,False,Indoor Rowing,--,779,01:42:54,120,163,2.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1334,0,0,0,--,0:00,69.8,0:00,No,01:42:53.68,1,82.4,--,--,--,--,--,--,--,00:00:00,01:42:54,--,--
Indoor Rowing,2023-01-11 15:39:28,False,Indoor Rowing,--,542,01:06:03,125,170,2.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,686,0,0,0,--,0:00,68.0,0:00,No,01:06:02.53,1,73.4,--,--,--,--,--,--,--,00:00:00,01:06:03,--,--
Indoor Rowing,2023-01-11 09:14:43,False,Indoor Rowing,--,"1,023",01:26:16,148,161,3.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1599,0,0,0,--,0:00,71.6,0:00,No,01:26:15.66,1,87.8,32,19,42,--,--,--,--,00:00:00,01:29:08,--,--
Running,2023-01-11 08:24:12,False,Newport Beach Running,0.98,142,00:09:36.2,151,162,2.1,152,160,9:48,7:47,29,4,1.08,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,66.2,0:00,No,09:36.22,1,73.4,30,21,34,--,--,--,--,00:09:31,00:09:36.2,15,27
Rowing,2023-01-10 16:42:55,False,Newport Beach Row (GPS),"4,966",236,00:32:49,112,143,0.6,--,--,3:18,1:47,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,305,0,0,0,--,0:00,68.0,0:00,No,02:03.33,10,75.2,--,--,--,--,--,--,--,00:28:08,00:32:49,--,--
Indoor Rowing,2023-01-08 08:30:21,False,Indoor Rowing,--,899,01:07:56,154,169,3.4,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1262,0,0,0,--,0:00,75.2,0:00,No,01:07:55.85,1,80.6,37,20,43,--,--,--,--,00:00:00,01:07:56,--,--
Indoor Rowing,2023-01-07 11:48:06,False,Indoor Rowing,--,858,01:19:41,145,171,3.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1483,0,0,0,--,0:00,75.2,0:00,No,01:19:41.09,1,78.8,29,13,40,--,--,--,--,00:00:00,01:19:41,--,--
Indoor Rowing,2023-01-04 13:19:49,False,Indoor Rowing,--,896,01:14:16,148,168,3.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1392,0,0,0,--,0:00,73.4,0:00,No,01:14:15.89,1,80.6,30,12,45,--,--,--,--,00:00:00,01:14:16,--,--
Indoor Rowing,2023-01-03 08:50:11,False,Indoor Rowing,--,512,00:50:26,132,151,2.3,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,938,0,0,0,--,0:00,73.4,0:00,No,50:25.99,1,78.8,34,11,49,--,--,--,--,00:00:00,00:50:26,--,--
Indoor Rowing,2023-01-02 13:44:00,False,Indoor Rowing,--,981,01:15:23,155,177,3.6,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1369,0,0,0,--,0:00,75.2,0:00,No,01:15:22.92,1,82.4,33,13,44,--,--,--,--,00:00:00,01:15:23,--,--
Indoor Rowing,2022-12-31 08:22:55,False,Indoor Rowing,--,"1,528",02:20:54,147,164,3.4,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,2622,0,0,0,--,0:00,75.2,0:00,No,02:20:53.84,1,80.6,33,16,45,--,--,--,--,00:00:00,02:20:54,--,--
Running,2022-12-30 14:19:19,False,Stonington Running,5.06,701,00:43:26,168,181,3.7,155,164,8:34,6:55,210,257,1.21,0.0,0.0,0,0.0,0,0,0.0,0.0,--,0,0,0,--,0:00,55.4,0:00,No,00:30.32,6,78.8,35,21,40,--,--,--,--,00:43:23,00:51:52,957,"1,043"
Indoor Rowing,2022-12-29 08:14:28,False,Indoor Rowing,--,"1,124",01:28:48,152,166,3.5,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1770,0,0,0,--,0:00,77.0,0:00,No,01:28:47.75,1,82.4,36,18,45,--,--,--,--,00:00:00,01:28:48,--,--
Indoor Rowing,2022-12-28 13:14:23,False,Indoor Rowing,--,634,00:49:55,156,170,3.2,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,951,0,0,0,--,0:00,75.2,0:00,No,49:55.01,1,78.8,33,13,43,--,--,--,--,00:00:00,00:49:55,--,--
Indoor Rowing,2022-12-27 08:07:31,False,Indoor Rowing,--,"1,063",01:31:39,155,170,3.7,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1697,0,0,0,--,0:00,73.4,0:00,No,01:31:38.92,1,77.0,36,20,43,--,--,--,--,00:00:00,01:31:39,--,--
Indoor Rowing,2022-12-26 12:37:05,False,Indoor Rowing,--,964,01:12:49,158,179,3.6,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1319,0,0,0,--,0:00,73.4,0:00,No,01:12:49.23,1,80.6,32,12,42,--,--,--,--,00:00:00,01:12:49,--,--
Indoor Rowing,2022-12-24 07:28:47,False,Indoor Rowing,--,"1,279",01:52:25,147,174,3.4,--,--,--,--,--,--,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,2220,0,0,0,--,0:00,73.4,0:00,No,01:52:24.57,1,78.8,31,13,44,--,--,--,--,00:00:00,01:52:25,--,--
